ID,original_Descrizione Regione,original_Codice Azienda,original_Tipo Azienda,original_Codice struttura,original_Subcodice,original_Denominazione Struttura/Stabilimento,original_Indirizzo,original_Codice Comune,original_Comune,original_Sigla Provincia,original_Codice tipo struttura,original_Descrizione tipo struttura,original_Codice disciplina,original_Descrizione disciplina,original_Tipo di Disciplina,original_N° Reparti,original_Posti letto degenza ordinaria,original_Posti letto degenza a pagamento,original_Posti letto Day Hospital,original_Posti letto Day Surgery,original_Totale posti letto,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level
328,LAZIO,203,1,120295,,POLICLINICO LUIGI DI LIEGRO,"VIA DEI BUONVISI,50",58091,ROMA,RM,5.1,Casa di cura privata accreditata,36,ORTOPEDIA E TRAUMATOLOGIA,ACUTI,1,6,0,0,0,6,41.853251,12.423228,"Via Dei Buonvisi, 50, 00148 Roma Roma, Italia",,50,Via Dei Buonvisi,148,Roma,La Pisana,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
329,LAZIO,203,1,120295,,POLICLINICO LUIGI DI LIEGRO,"VIA DEI BUONVISI,50",58091,ROMA,RM,5.1,Casa di cura privata accreditata,37,OSTETRICIA E GINECOLOGIA,ACUTI,1,1,0,0,0,1,41.853251,12.423228,"Via Dei Buonvisi, 50, 00148 Roma Roma, Italia",,50,Via Dei Buonvisi,148,Roma,La Pisana,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
330,LAZIO,203,1,120295,,POLICLINICO LUIGI DI LIEGRO,"VIA DEI BUONVISI,50",58091,ROMA,RM,5.1,Casa di cura privata accreditata,43,UROLOGIA,ACUTI,1,3,0,0,0,3,41.853251,12.423228,"Via Dei Buonvisi, 50, 00148 Roma Roma, Italia",,50,Via Dei Buonvisi,148,Roma,La Pisana,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
331,LAZIO,203,1,120295,,POLICLINICO LUIGI DI LIEGRO,"VIA DEI BUONVISI,50",58091,ROMA,RM,5.1,Casa di cura privata accreditata,56,RECUPERO E RIABILITAZIONE,RIABILITAZIONE,1,53,0,6,0,59,41.853251,12.423228,"Via Dei Buonvisi, 50, 00148 Roma Roma, Italia",,50,Via Dei Buonvisi,148,Roma,La Pisana,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
332,LAZIO,203,1,120295,,POLICLINICO LUIGI DI LIEGRO,"VIA DEI BUONVISI,50",58091,ROMA,RM,5.1,Casa di cura privata accreditata,60,LUNGODEGENTI,LUNGODEGENZA,1,30,0,0,0,30,41.853251,12.423228,"Via Dei Buonvisi, 50, 00148 Roma Roma, Italia",,50,Via Dei Buonvisi,148,Roma,La Pisana,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
333,LAZIO,203,1,120295,,POLICLINICO LUIGI DI LIEGRO,"VIA DEI BUONVISI,50",58091,ROMA,RM,5.1,Casa di cura privata accreditata,98,DAY SURGERY,ACUTI,1,0,0,0,12,12,41.853251,12.423228,"Via Dei Buonvisi, 50, 00148 Roma Roma, Italia",,50,Via Dei Buonvisi,148,Roma,La Pisana,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
334,LAZIO,203,1,120606,,CASA DI CURA S. RAFFAELE PORTUENSE,"VIA B. RAMAZZINI, 45",58091,ROMA,RM,5.1,Casa di cura privata accreditata,56,RECUPERO E RIABILITAZIONE,RIABILITAZIONE,1,87,0,9,0,96,41.90036,12.49575,"Roma (Roma), LAZ, Italia",,,,,Roma,,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.25,1,
335,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,5,ANGIOLOGIA,ACUTI,1,0,0,4,0,4,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
336,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,7,CARDIOCHIRURGIA,ACUTI,1,35,0,0,0,35,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
337,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,8,CARDIOLOGIA,ACUTI,3,45,0,5,0,50,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
338,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,9,CHIRURGIA GENERALE,ACUTI,3,62,0,0,3,65,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
339,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,10,CHIRURGIA MAXILLO FACCIALE,ACUTI,1,5,0,0,3,8,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
340,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,11,CHIRURGIA PEDIATRICA,ACUTI,1,10,0,0,4,14,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
341,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,12,CHIRURGIA PLASTICA,ACUTI,2,8,0,0,8,16,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
342,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,13,CHIRURGIA TORACICA,ACUTI,1,18,0,0,0,18,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
343,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,14,CHIRURGIA VASCOLARE,ACUTI,1,17,0,0,1,18,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
344,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,18,EMATOLOGIA,ACUTI,1,0,0,1,0,1,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
345,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,19,MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ,ACUTI,2,0,0,6,0,6,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
346,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,26,MEDICINA GENERALE,ACUTI,2,118,0,10,0,128,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
347,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,29,NEFROLOGIA,ACUTI,1,4,0,5,0,9,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
348,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,30,NEUROCHIRURGIA,ACUTI,1,19,0,0,0,19,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
349,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,32,NEUROLOGIA,ACUTI,3,22,0,6,0,28,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
350,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,34,OCULISTICA,ACUTI,1,1,0,0,4,5,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
351,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,36,ORTOPEDIA E TRAUMATOLOGIA,ACUTI,1,19,0,0,2,21,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
352,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,37,OSTETRICIA E GINECOLOGIA,ACUTI,2,53,0,0,15,68,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
353,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,38,OTORINOLARINGOIATRIA,ACUTI,1,8,0,0,6,14,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
354,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,39,PEDIATRIA,ACUTI,2,18,0,1,0,19,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
355,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,40,PSICHIATRIA,ACUTI,1,15,0,4,0,19,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
356,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,43,UROLOGIA,ACUTI,1,9,0,0,5,14,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
357,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,48,NEFROLOGIA (ABILITATO AL TRAPIANTO RENE),ACUTI,1,2,0,3,0,5,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
358,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,49,TERAPIA INTENSIVA,ACUTI,5,52,0,0,0,52,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
359,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,50,UNITA` CORONARICA,ACUTI,1,7,0,0,0,7,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
360,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,51,ASTANTERIA,ACUTI,1,30,0,0,0,30,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
361,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,56,RECUPERO E RIABILITAZIONE,RIABILITAZIONE,1,0,0,2,0,2,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
362,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,58,GASTROENTEROLOGIA,ACUTI,2,34,0,4,0,38,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
363,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,62,NEONATOLOGIA,ACUTI,1,20,0,0,0,20,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
364,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,64,ONCOLOGIA,ACUTI,3,19,0,29,0,48,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
365,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,66,ONCOEMATOLOGIA,ACUTI,1,20,0,9,0,29,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
366,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,68,PNEUMOLOGIA,ACUTI,4,110,0,8,0,118,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
367,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,71,REUMATOLOGIA,ACUTI,1,7,0,5,0,12,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
368,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,73,TERAPIA INTENSIVA NEONATALE,ACUTI,1,4,0,0,0,4,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
369,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,94,TERAPIA SEMI-INTENSIVA,ACUTI,1,8,0,0,0,8,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
370,LAZIO,901,2,120901,,AZ.OSP.SAN CAMILLO-FORLANINI,"CIRCONVALLAZIONE GIANICOLENSE, 87",58091,ROMA,RM,0,Azienda Ospedaliera,99,CURE PALLIATIVE,ACUTI,1,0,0,1,0,1,41.870439,12.455121,"Circonvallazione Gianicolense, 87, 00152 Roma Roma, Italia",,87,Circonvallazione Gianicolense,152,Roma,Gianicolese,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
371,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,2,DAY HOSPITAL,ACUTI,13,0,0,26,0,26,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
372,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,8,CARDIOLOGIA,ACUTI,2,28,0,0,0,28,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
373,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,9,CHIRURGIA GENERALE,ACUTI,3,56,0,0,0,56,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
374,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,10,CHIRURGIA MAXILLO FACCIALE,ACUTI,1,7,0,0,0,7,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
375,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,12,CHIRURGIA PLASTICA,ACUTI,1,4,0,0,0,4,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
376,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,14,CHIRURGIA VASCOLARE,ACUTI,2,16,0,0,0,16,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
377,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,18,EMATOLOGIA,ACUTI,1,14,0,0,0,14,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
378,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,21,GERIATRIA,ACUTI,1,28,0,0,0,28,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
379,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,26,MEDICINA GENERALE,ACUTI,4,69,0,0,0,69,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
380,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,30,NEUROCHIRURGIA,ACUTI,1,25,0,0,0,25,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
381,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,32,NEUROLOGIA,ACUTI,2,22,0,0,0,22,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
382,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,34,OCULISTICA,ACUTI,3,9,0,2,0,11,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
383,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,36,ORTOPEDIA E TRAUMATOLOGIA,ACUTI,2,50,0,0,0,50,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
384,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,37,OSTETRICIA E GINECOLOGIA,ACUTI,1,38,0,0,0,38,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
385,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,38,OTORINOLARINGOIATRIA,ACUTI,1,20,0,0,0,20,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
386,LAZIO,902,2,120902,1,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,VIA DELL`AMBA ARADAM 9,58091,ROMA,RM,0,Azienda Ospedaliera,40,PSICHIATRIA,ACUTI,1,16,0,0,0,16,41.8855455,12.5027951,"Via dell'Amba Aradam, 9, Roma Roma, Italia",,9,Via dell'Amba Aradam,,Roma,Monti,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
